0.13;0.04;0.95;46.46;-15.66;0.59;-40.48
0.11;-0.01;0.94;46.37;-6.34;6.24;-38.27
0.10;0.03;0.95;46.46;0.05;4.76;-47.85
0.09;0.05;0.96;46.27;2.14;1.17;-27.47
0.11;0.03;0.76;46.22;22.98;35.32;-39.48
-0.13;0.35;0.87;46.37;-12.76;-3.86;-48.79
0.07;0.08;0.98;46.65;5.76;-1.27;2.41
0.06;0.12;0.95;46.55;-17.24;-3.05;-10.00
0.02;0.12;0.88;46.37;16.82;11.89;10.71
0.06;0.06;0.89;46.27;4.25;5.40;33.85
0.03;0.10;0.94;46.46;-32.18;0.51;13.51
0.05;0.04;1.02;46.46;-12.17;13.59;15.35
-0.03;0.00;0.97;46.27;-6.49;18.85;17.79
-0.02;0.05;0.97;46.37;-17.50;24.41;11.99
-0.05;0.09;0.96;46.46;0.05;11.74;9.51
-0.25;-0.08;1.15;46.27;-9.86;-6.47;7.92
0.09;0.01;1.00;46.37;-1.59;-14.84;5.98
0.04;-0.00;0.96;46.41;-2.46;3.48;28.27
0.10;0.02;0.97;46.41;-0.99;-5.70;78.98
0.08;0.06;0.92;46.46;0.49;-16.53;101.38
0.24;0.06;0.97;46.41;4.16;0.80;120.53
0.07;-0.01;0.96;46.55;2.15;2.72;87.07
0.04;0.02;0.94;46.37;2.13;0.02;72.00
0.07;0.01;0.90;46.46;4.62;-2.06;64.41
0.06;0.02;0.97;46.55;2.47;0.95;69.88
0.09;0.02;0.99;46.55;1.59;0.87;69.34
0.05;0.01;0.96;46.41;1.09;1.79;61.74
0.02;0.00;0.99;46.27;0.69;0.53;59.25
0.08;0.01;1.03;46.41;1.65;0.88;53.33
-0.00;0.00;1.05;46.46;0.92;0.89;53.66
0.11;0.01;0.99;46.46;1.81;3.71;58.44
0.04;0.01;0.98;46.46;0.69;3.18;63.36
0.12;0.03;0.99;46.27;-0.34;5.24;49.29
0.05;0.01;0.96;46.27;-0.11;0.64;34.27
0.01;-0.02;0.86;46.27;0.19;9.21;30.87
0.03;0.01;0.94;46.41;0.08;-2.41;25.26
0.05;0.01;0.96;46.27;-1.27;-0.08;-2.07
0.02;0.01;0.96;46.55;-0.92;0.92;-11.79
0.04;0.01;1.00;46.27;-1.15;3.15;-14.05
0.04;0.02;0.96;46.37;-2.48;-2.15;-35.95
0.03;0.00;0.96;46.41;-4.34;1.42;-49.43
0.05;-0.00;0.93;46.55;-6.05;-7.79;-67.02
0.03;0.02;0.97;46.27;-5.62;0.57;-75.82
0.06;0.01;0.95;46.55;-4.36;0.18;-70.92
0.05;-0.00;0.96;46.46;-3.89;0.76;-67.86
0.04;0.02;0.97;46.37;-4.05;2.07;-75.93
0.04;0.04;0.96;46.46;-4.21;4.15;-92.12
0.01;0.03;0.96;46.27;-4.28;1.02;-93.32
0.10;-0.01;0.95;46.46;-4.34;-1.17;-94.40
0.06;0.01;0.96;46.55;-4.19;-3.85;-77.15
0.05;0.02;0.97;46.27;-3.24;0.58;-58.64
0.04;0.00;0.96;46.55;-2.83;2.36;-50.47
0.02;0.02;0.95;46.37;-2.77;-0.37;-49.47
0.09;0.02;1.16;46.46;-6.66;-4.22;-66.73
0.13;0.10;1.14;46.37;-5.67;-1.63;-79.53
0.07;0.01;0.98;46.22;-3.84;0.34;-63.44
0.05;0.02;0.95;46.37;-3.08;0.14;-50.42
0.04;0.01;0.96;46.37;-3.42;0.89;-53.64
0.08;0.03;0.96;46.46;-4.07;0.29;-62.85
0.00;0.03;0.94;46.60;-3.44;-0.44;-54.98
0.06;0.03;0.97;46.46;-3.10;-0.18;-45.25
0.01;0.01;0.96;46.41;-3.59;0.79;-51.93
0.08;0.05;1.02;46.46;-4.39;2.50;-56.26
0.05;0.01;0.95;46.37;-1.67;0.44;-12.52
0.05;0.02;0.97;46.46;-2.03;0.72;-16.68
0.05;0.02;0.96;46.37;-1.00;0.53;-0.83
0.06;0.02;0.97;46.55;-1.17;0.27;-0.62
0.07;0.01;0.96;46.41;-0.73;0.45;14.45
0.05;0.01;0.97;46.41;-0.04;0.34;30.79
0.06;0.03;0.97;46.37;0.60;0.39;44.04
0.06;0.02;0.96;46.55;1.13;0.79;55.05
0.04;-0.00;0.94;46.46;1.89;0.15;67.27
0.08;0.02;0.97;46.46;1.69;-0.16;67.47
0.07;0.02;0.96;46.60;1.36;0.77;68.31
0.03;-0.01;0.97;46.27;1.23;0.89;70.78
0.06;0.00;0.96;46.60;1.79;0.88;76.11
0.03;0.04;0.96;46.55;1.99;0.92;75.51
0.07;0.03;0.99;46.55;2.21;-0.70;94.91
-0.02;-0.01;0.94;46.46;2.79;-0.41;100.21
0.00;0.00;0.95;46.46;2.99;-1.01;86.50
0.13;-0.00;0.90;46.65;2.47;-0.63;87.05
-0.02;-0.00;0.94;46.55;1.21;0.34;72.89
0.07;0.00;0.97;46.37;0.75;-0.06;43.76
0.07;-0.01;0.96;46.41;1.73;0.06;66.81
0.08;0.02;0.96;46.55;1.73;0.39;70.73
0.05;0.05;0.96;46.46;1.40;0.31;61.05
0.05;0.04;0.97;46.41;1.64;0.73;61.47
0.11;0.03;1.07;46.41;-2.37;2.85;53.61
0.06;-0.00;0.99;46.27;0.27;1.86;44.90
0.06;0.02;0.96;46.60;-0.58;0.20;23.49
0.05;0.02;0.96;46.37;-1.16;0.31;2.79
0.03;-0.01;0.99;46.55;-2.08;1.04;-11.60
0.05;0.01;0.96;46.41;-1.45;1.34;-1.13
0.01;0.01;0.98;46.37;-2.66;-2.01;-39.56
0.06;0.01;0.97;46.41;-3.31;0.51;-48.15
0.07;0.02;0.97;46.55;-4.26;0.34;-62.13
0.06;0.02;0.95;46.41;-3.94;-0.36;-55.76
0.04;0.03;0.96;46.55;-4.93;0.52;-77.05
0.16;0.09;0.97;46.27;-6.66;2.34;-97.27
0.09;-0.01;0.97;46.55;-4.21;2.31;-52.82
0.02;0.01;0.97;46.41;-3.11;0.78;-45.31
0.15;0.01;0.97;46.46;-3.00;0.71;-44.76
-0.01;0.02;0.95;46.41;-3.46;0.27;-50.33
0.08;0.04;0.96;46.46;-3.04;-0.18;-49.46
-0.00;0.01;0.97;46.37;-2.16;-0.53;-27.74
0.08;0.03;0.97;46.27;-2.74;-0.40;-31.52
0.07;0.04;0.96;46.55;-2.91;0.43;-35.82
-0.01;0.04;0.94;46.46;-3.60;1.16;-43.95
0.12;0.02;1.01;46.55;-1.75;-1.13;-15.76
0.05;-0.08;0.90;46.60;2.35;-6.34;-12.02
0.07;0.05;0.99;46.65;36.05;-0.82;0.18
0.03;0.09;1.02;46.41;68.72;-1.57;-5.39
0.09;0.26;0.93;46.46;79.18;-1.89;-2.15
0.09;0.40;0.86;46.27;75.90;5.88;-7.61
0.09;0.50;0.82;46.55;65.90;6.32;-9.73
0.12;0.67;0.75;46.46;58.98;1.79;-5.00
0.06;0.70;0.69;46.37;67.27;-1.50;-7.34
0.02;0.80;0.52;46.60;58.83;-1.96;-5.41
0.03;0.84;0.55;46.55;42.50;-2.28;-2.76
0.05;0.88;0.44;46.46;0.15;3.56;1.18
0.04;0.85;0.48;46.60;-56.38;1.73;3.18
0.03;0.76;0.60;46.37;-76.12;4.60;6.97
0.08;0.66;0.71;46.46;-83.24;9.57;9.47
0.04;0.55;0.84;46.46;-87.56;4.07;7.51
0.05;0.42;0.87;46.41;-79.31;2.56;8.60
0.06;0.26;0.89;46.46;-65.17;1.92;2.94
0.05;0.18;0.97;46.41;-51.18;4.70;2.63
0.02;0.08;0.95;46.55;-44.18;3.95;5.64
0.05;0.04;0.95;46.65;-30.99;2.18;3.66
0.05;0.03;0.97;46.46;-1.85;0.53;-5.82
0.06;0.02;0.97;46.55;3.72;-0.29;-2.96
0.04;0.07;0.98;46.41;37.34;-6.92;-3.22
0.07;0.14;0.95;46.46;55.44;-0.16;0.74
0.07;0.26;0.92;46.41;67.23;-0.06;-13.92
0.08;0.41;0.86;46.27;71.30;-2.79;-7.11
0.08;0.46;0.85;46.41;79.24;-8.08;-12.73
0.04;0.62;0.77;46.37;70.23;1.62;-12.63
0.04;0.69;0.68;46.27;63.81;0.85;-2.40
0.04;0.78;0.59;46.55;60.06;-0.90;-2.67
0.03;0.86;0.47;46.46;69.50;-0.55;-2.43
0.04;0.90;0.43;46.37;47.79;2.18;-1.11
0.04;0.95;0.30;46.37;18.02;0.35;0.05
0.06;0.94;0.32;46.41;-17.86;2.37;0.05
0.03;0.90;0.41;46.41;-63.22;0.59;-0.37
0.04;0.83;0.51;46.46;-86.52;1.85;1.17
0.06;0.73;0.64;46.55;-80.80;1.63;1.31
0.04;0.62;0.75;46.55;-80.95;0.83;2.03
0.06;0.50;0.81;46.46;-87.55;-3.08;5.55
0.08;0.34;0.85;46.41;-84.91;3.99;6.39
0.07;0.24;0.96;46.46;-71.36;7.28;10.78
0.05;0.11;0.97;46.55;-47.60;6.74;7.90
0.07;0.07;0.95;46.55;-24.28;1.52;-2.64
0.08;0.05;0.94;46.46;-25.82;2.24;0.37
0.05;0.02;0.97;46.46;-1.27;-0.15;-2.56
0.05;0.02;0.96;46.46;-1.18;-0.13;-1.18
0.04;0.01;0.96;46.55;1.06;0.30;1.69
0.05;0.04;0.97;46.46;27.30;-1.84;-2.36
0.08;0.10;0.97;46.46;45.05;-2.60;-1.22
0.07;0.22;0.94;46.46;57.04;0.11;-1.65
0.06;0.30;0.91;46.55;64.41;-1.66;-7.11
0.04;0.42;0.90;46.46;53.41;0.37;-6.25
0.04;0.53;0.81;46.60;62.66;0.39;-12.87
0.05;0.61;0.77;46.46;71.98;-3.65;-7.18
0.04;0.71;0.68;46.46;71.04;-3.72;-6.92
0.03;0.79;0.56;46.65;67.27;-2.44;-2.97
0.07;0.86;0.49;46.46;62.50;-2.17;-3.61
0.05;0.91;0.39;46.55;60.07;-1.18;-1.79
0.04;0.95;0.29;46.37;51.61;-0.16;-2.18
0.04;0.98;0.20;46.46;9.75;1.39;-2.40
0.05;0.97;0.22;46.55;-43.29;1.11;-2.82
0.06;0.94;0.31;46.55;-64.00;2.45;2.02
0.05;0.88;0.44;46.37;-70.37;3.87;2.20
0.05;0.81;0.55;46.37;-68.70;1.48;0.37
0.04;0.75;0.63;46.27;-69.69;1.16;0.71
0.05;0.52;0.81;46.37;-70.52;3.83;6.53
0.05;0.55;0.81;46.41;-59.92;3.73;5.72
0.06;0.46;0.85;46.55;-51.08;-1.31;-0.30
0.06;0.39;0.85;46.37;-50.71;0.02;0.62
0.06;0.31;0.92;46.65;-49.02;1.60;-0.96
0.07;0.22;0.93;46.55;-45.68;1.34;-0.92
0.06;0.15;0.95;46.27;-36.60;2.44;3.30
0.05;0.10;0.96;46.37;-24.56;1.21;-1.48
0.07;0.06;0.99;46.60;-5.34;6.97;-4.50
0.04;0.08;0.97;46.27;0.53;-0.87;6.80
0.09;0.08;1.02;46.46;7.76;17.89;0.53
-0.00;0.11;0.91;46.27;3.52;22.15;-7.22
0.03;0.09;0.97;46.37;-2.72;9.69;0.84
-0.04;0.13;1.00;46.55;9.35;60.50;-2.24
-0.14;0.14;0.96;46.46;-19.11;66.92;1.84
-0.34;0.04;0.92;46.46;-20.89;76.89;0.08
-0.35;0.05;0.91;46.55;-6.89;62.71;-4.64
-0.46;0.02;0.80;46.55;-14.06;47.31;4.27
-0.54;0.02;0.69;46.37;-23.22;105.54;1.78
-0.61;-0.05;0.71;46.55;-25.72;115.00;6.73
-0.78;0.03;0.62;46.46;2.84;110.59;-0.76
-0.89;-0.00;0.46;46.27;-1.33;56.23;2.69
-0.88;0.05;0.37;46.41;-1.21;77.61;14.98
-1.02;0.03;0.13;46.41;-6.78;52.25;10.89
-0.98;0.10;0.12;46.55;-5.89;79.06;-1.79
-0.98;0.04;0.07;46.37;-0.08;23.96;2.88
-0.97;0.02;0.00;46.46;3.31;-30.05;-1.47
-1.00;0.05;0.01;46.41;-4.60;-65.75;7.47
-1.09;0.02;0.21;46.27;-13.55;-98.95;4.35
-0.84;0.08;0.32;46.55;-12.19;-177.05;5.30
-0.78;0.05;0.65;46.55;9.40;-117.66;-15.11
-0.62;0.06;0.68;46.41;-6.55;-111.31;-5.25
-0.46;0.08;0.86;46.37;32.26;-130.84;-3.88
-0.24;0.13;0.95;46.46;8.29;-138.01;-0.61
-0.01;0.11;0.88;46.27;-11.59;-159.55;6.66
0.20;0.08;0.95;46.55;-9.28;-108.47;-0.69
0.33;0.09;0.94;46.37;-0.24;-102.66;-0.67
0.45;0.04;0.88;46.46;-18.18;-130.88;3.13
0.67;0.09;0.66;46.46;-1.79;-130.50;-15.27
0.81;0.06;0.56;46.37;8.03;-143.94;-11.11
0.91;0.13;0.48;46.46;3.53;-88.43;-4.11
0.92;0.08;0.37;46.46;9.46;-81.21;-16.60
0.92;0.17;0.12;46.55;7.02;-43.82;-4.33
0.95;0.14;0.26;46.46;-4.24;-26.69;4.35
1.02;0.14;0.15;46.55;-9.79;7.18;-0.60
0.96;0.11;0.30;46.37;-11.48;84.18;2.21
1.08;0.10;0.41;46.46;-4.94;65.48;-8.05
0.84;0.08;0.64;46.55;8.02;77.63;-0.66
0.67;0.04;0.81;46.46;14.31;76.24;-2.69
0.41;0.06;0.91;46.46;-2.05;123.98;7.25
0.36;0.04;0.97;46.37;-8.14;125.21;-0.51
0.06;0.01;0.92;46.46;-15.40;141.02;11.83
-0.23;-0.02;0.94;46.55;-8.47;147.64;1.49
-0.49;-0.05;0.96;46.55;3.70;135.05;14.51
-0.74;-0.07;0.88;46.55;0.45;79.01;1.28
-0.76;0.08;0.58;46.55;15.47;92.60;-5.08
-0.82;0.06;0.42;46.46;-16.01;82.28;1.56
-1.08;-0.01;0.27;46.22;-8.08;86.29;-2.95
-0.98;0.08;0.12;46.37;2.31;57.45;-3.06
-1.01;0.08;0.02;46.46;6.70;54.50;-2.32
-1.01;0.05;-0.00;46.46;10.30;-11.24;-6.69
-1.05;0.05;-0.02;46.46;-18.28;-45.63;-3.50
-0.98;0.06;0.10;46.46;-10.66;-127.02;2.19
-0.91;0.06;0.32;46.27;-6.79;-65.06;4.27
-0.91;0.07;0.40;46.46;-15.93;-86.98;-4.47
-0.70;0.08;0.60;46.37;12.63;-170.14;-21.18
-0.47;0.03;0.81;46.55;14.05;-175.86;-17.16
-0.30;0.02;0.90;46.65;-9.19;-155.60;-22.90
-0.02;0.01;0.95;46.65;-11.05;-108.30;-14.66
0.21;0.01;0.95;46.27;1.60;-111.83;-9.23
0.39;0.04;0.87;46.41;-4.66;-132.56;-8.35
0.56;0.02;0.80;46.27;-3.47;-126.82;-4.25
0.71;-0.04;0.69;46.55;-3.95;-119.11;1.02
0.88;-0.05;0.53;46.46;18.59;-135.37;-18.76
0.95;0.03;0.30;46.41;15.18;-105.02;-6.21
0.94;0.07;0.11;46.41;8.18;-76.76;-6.39
1.02;0.09;-0.00;46.41;-3.47;-29.39;-10.56
0.97;0.08;-0.05;46.37;-0.63;6.53;-0.44
1.02;0.09;0.02;46.41;-3.76;76.49;7.80
0.93;0.07;0.25;46.27;12.85;130.79;14.65
0.83;0.07;0.40;46.27;-21.37;243.01;16.98
0.61;-0.01;0.70;46.41;-11.49;250.13;26.90
0.47;0.03;0.96;46.55;-3.53;176.93;13.97
0.11;0.00;1.02;46.41;-4.98;180.12;9.50
-0.15;0.05;1.00;46.46;-15.15;219.27;27.32
-0.48;0.06;0.86;46.27;18.79;197.96;22.27
-0.66;0.13;0.69;46.41;6.55;192.04;29.37
-0.91;0.13;0.48;46.27;9.76;115.56;6.33
-0.94;0.19;0.23;46.55;10.36;83.40;-8.61
-0.97;0.15;-0.05;46.37;7.08;80.32;-3.85
-0.96;0.17;-0.13;46.41;13.29;99.30;-12.74
-0.94;0.13;-0.14;46.41;4.74;22.83;0.89
-1.02;0.13;-0.15;46.46;-2.61;-82.11;1.01
-0.96;0.15;0.07;46.41;5.22;-142.65;-7.95
-0.91;0.13;0.30;46.55;-23.08;-220.08;-0.68
-0.88;0.11;0.60;46.41;-11.37;-168.56;-1.61
-0.60;0.11;0.75;46.55;-15.39;-160.06;-1.47
-0.43;0.12;0.83;46.46;-10.34;-113.75;0.97
-0.26;0.08;0.83;46.22;-15.50;-96.06;0.26
-0.08;0.06;0.96;46.46;-18.21;-64.19;2.41
0.06;0.01;0.94;46.37;-13.20;-76.81;-5.70
0.15;0.02;0.89;46.37;-6.63;-39.90;-7.71
0.24;0.01;0.94;46.37;-0.99;-14.39;-8.62
0.20;-0.00;0.92;46.37;-1.98;-7.84;-7.47
0.28;0.02;0.96;46.41;-0.18;6.70;-2.56
0.18;0.01;0.97;46.46;-12.69;4.88;4.76
0.18;-0.02;0.91;46.13;-7.64;10.57;-2.94
0.11;-0.04;0.93;46.55;-0.17;23.85;-8.79
0.13;-0.01;0.94;46.65;10.29;5.58;-4.79
0.10;0.01;1.00;46.41;3.55;4.95;0.15
0.10;0.01;0.97;46.60;0.61;2.80;2.64
0.10;0.04;1.02;46.41;1.24;7.10;-0.69
0.15;0.00;1.09;46.46;1.73;1.85;-8.08
0.08;0.03;1.05;46.41;-12.69;6.28;8.56
0.11;0.00;1.00;46.41;-15.34;-3.85;2.39
0.04;-0.02;0.92;46.46;-6.68;-6.94;7.66
0.11;0.01;0.88;46.46;12.78;-3.87;4.28
0.07;-0.01;0.97;46.27;14.82;-1.18;0.60
0.11;0.02;0.83;46.27;10.50;-4.87;0.20
0.10;0.10;0.69;46.60;7.66;13.01;5.11
0.08;0.02;0.93;46.55;-11.11;23.18;9.95
0.09;0.03;0.98;46.41;-5.53;4.73;-6.69
0.04;0.05;0.99;46.27;-6.64;6.44;-3.53
0.02;0.04;1.02;46.37;-11.40;-1.63;1.72
0.04;0.03;0.98;46.27;-17.20;-1.26;-1.56
0.06;-0.02;0.99;46.27;-16.44;8.56;5.97
0.07;-0.07;1.07;46.55;3.63;10.14;-0.18
-0.02;-0.03;1.16;46.46;15.85;0.73;1.07
0.05;-0.02;1.11;46.37;-18.81;-17.03;-0.78
0.02;-0.06;1.07;46.37;0.34;-5.43;-0.53
0.09;-0.05;1.03;46.46;4.46;-5.69;3.84
0.05;-0.02;0.90;46.41;8.85;-16.15;-5.43
0.07;-0.01;0.85;46.37;-4.68;-16.67;-5.72
0.12;-0.01;0.76;46.46;14.73;-5.93;-2.16
0.04;0.05;0.71;46.55;-0.98;2.53;1.71
0.12;0.02;0.84;46.46;-17.74;17.89;7.63
0.05;0.01;0.90;46.46;-0.46;18.32;-0.92
0.06;-0.01;1.04;46.41;-6.05;18.77;-2.12
0.08;0.01;0.96;46.22;-4.60;8.39;-1.55
0.07;0.02;1.02;46.27;8.75;13.24;-6.89
0.03;0.03;0.97;46.22;-7.96;9.93;-2.50
0.05;-0.01;0.97;46.37;16.33;6.70;-3.91
-0.03;0.06;1.03;46.46;6.90;9.02;-0.57
0.00;0.06;1.05;46.55;-13.27;-4.47;-1.16
0.06;-0.01;1.07;46.55;-4.93;-7.51;3.81
0.07;0.00;1.03;46.46;4.57;-21.83;-2.88
0.09;0.01;1.01;46.37;-6.07;-11.63;-0.63
0.13;-0.02;0.99;46.46;-8.07;-28.66;-0.34
0.12;0.00;0.87;46.55;-3.24;-20.85;0.13
0.17;-0.02;0.89;46.37;13.08;-10.34;-2.34
0.16;0.01;0.91;46.41;16.69;-7.52;-3.60
0.18;0.03;0.85;46.37;14.99;-9.49;-7.05
0.19;0.08;0.76;46.27;6.95;1.70;-2.69
0.19;0.08;0.84;46.22;-0.04;11.15;-2.29
0.18;0.05;0.91;46.60;-6.71;10.43;-3.84
0.17;0.04;0.97;46.27;-6.54;4.53;-5.88
0.17;0.04;0.96;46.37;-8.18;7.50;-5.95
0.13;0.03;0.95;46.41;6.80;13.02;-7.04
0.12;0.04;1.03;46.37;-0.66;12.63;-5.67
0.08;0.03;0.98;46.46;-15.70;2.30;-6.68
0.05;0.02;0.96;46.46;-2.22;12.87;-5.33
0.05;0.01;0.99;46.55;-8.66;21.56;-1.79
-0.01;0.00;1.05;46.37;-10.12;8.93;-2.73
0.03;-0.00;0.96;46.55;-11.16;5.56;-7.26
0.04;-0.02;1.01;46.22;11.82;3.74;-9.60
-0.04;0.02;1.06;46.37;3.32;9.18;-1.11
0.04;-0.03;0.89;46.41;-7.70;-5.85;-3.92
0.14;-0.01;0.95;46.41;1.05;7.10;-0.63
0.09;-0.01;0.95;46.41;-8.88;-2.83;-11.69
0.13;0.01;0.93;46.55;-0.76;-11.56;-14.90
0.01;0.01;0.96;46.46;-4.02;-5.02;-7.63
-0.02;0.03;0.97;46.55;-5.15;-1.37;-15.60
-0.08;-0.01;0.98;46.46;-4.73;-11.02;-7.20
-0.03;-0.01;0.93;46.46;1.14;3.25;-5.37
0.04;-0.01;0.93;46.55;7.19;6.82;-0.21
-0.03;0.03;0.95;46.37;-1.71;7.21;4.63
-0.06;0.02;0.97;46.46;-3.88;2.19;-3.46
-0.02;-0.02;0.99;46.60;-0.68;-2.89;-12.25
-0.04;-0.00;1.01;46.27;3.27;-8.94;-16.76
0.03;0.00;1.04;46.41;-7.32;-10.21;-16.72
0.14;0.01;0.93;46.41;-7.55;-6.23;1.37
0.19;-0.01;0.92;46.37;6.32;4.01;7.39
0.18;-0.03;0.95;46.41;1.98;-1.68;-0.75
0.12;-0.04;0.97;46.37;0.18;-0.71;0.61
0.13;0.02;1.01;46.27;11.80;4.73;6.63
0.11;0.06;0.97;46.46;-2.56;-5.14;-3.72
0.01;0.06;0.99;46.46;6.50;1.86;-16.34
0.04;-0.00;1.03;46.46;0.34;-2.50;-6.82
-0.01;0.03;0.97;46.37;6.39;-0.95;12.09
-0.39;0.21;1.45;46.55;-13.53;-4.40;-3.67
